Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
COLLECTION_NAME_10141,Starter Scarlet Berry Food 5,스타터 빨간 열매 요리 5,Iniciante Bagas vermelhas Comida 5,スターター 赤い実 食べ物 5,Inicial Bayas rojas Comida 5,ต้น ผลไม้สีแดง อาหาร 5,Pemula Buah Beri Merah Makanan 5,Начальный Красные ягоды Еда 5,起始 红色浆果 食物 5,起始 紅色漿果 食物 5,Panimula Pula Berries Pagkain 5,Khởi đầuThực phẩm 5
COLLECTION_NAME_10142,Mid Scarlet Berry Food 5,미들 빨간 열매 요리 5,Médio Bagas vermelhas Comida 5,ミッド 赤い実 食べ物 5,Medio Bayas rojas Comida 5,กลาง ผลไม้สีแดง อาหาร 5,Menengah Buah Beri Merah Makanan 5,Средний Красные ягоды Еда 5,中间 红色浆果 食物 5,中間 紅色漿果 食物 5,Gitna Pula Berries Pagkain 5,GiữaThực phẩm 5
COLLECTION_NAME_10143,End Scarlet Berry Food 5,엔드 빨간 열매 요리 5,Final Bagas vermelhas Comida 5,エンド 赤い実 食べ物 5,Final Bayas rojas Comida 5,สิ้นสุด ผลไม้สีแดง อาหาร 5,Akhir Buah Beri Merah Makanan 5,Конец Красные ягоды Еда 5,结束 红色浆果 食物 5,結束 紅色漿果 食物 5,Wakas Pula Berries Pagkain 5,Kết thúcThực phẩm 5
COLLECTION_NAME_10144,Starter Scarlet Berry Food 20,스타터 빨간 열매 요리 20,Iniciante Bagas vermelhas Comida 20,スターター 赤い実 食べ物 20,Inicial Bayas rojas Comida 20,ต้น ผลไม้สีแดง อาหาร 20,Pemula Buah Beri Merah Makanan 20,Начальный Красные ягоды Еда 20,起始 红色浆果 食物 20,起始 紅色漿果 食物 20,Panimula Pula Berries Pagkain 20,Khởi đầuThực phẩm 20
COLLECTION_NAME_10145,Mid Scarlet Berry Food 20,미들 빨간 열매 요리 20,Médio Bagas vermelhas Comida 20,ミッド 赤い実 食べ物 20,Medio Bayas rojas Comida 20,กลาง ผลไม้สีแดง อาหาร 20,Menengah Buah Beri Merah Makanan 20,Средний Красные ягоды Еда 20,中间 红色浆果 食物 20,中間 紅色漿果 食物 20,Gitna Pula Berries Pagkain 20,GiữaThực phẩm 20
COLLECTION_NAME_10146,End Scarlet Berry Food 20,엔드 빨간 열매 요리 20,Final Bagas vermelhas Comida 20,エンド 赤い実 食べ物 20,Final Bayas rojas Comida 20,สิ้นสุด ผลไม้สีแดง อาหาร 20,Akhir Buah Beri Merah Makanan 20,Конец Красные ягоды Еда 20,结束 红色浆果 食物 20,結束 紅色漿果 食物 20,Wakas Pula Berries Pagkain 20,Kết thúcThực phẩm 20
COLLECTION_NAME_10147,Scarlet Wine 100,붉은 와인 100,Vinho tinto 100,赤ワイン 100,Vino tinto 100,ไวน์แดง 100,Anggur Merah 100,Красное вино 100,红酒 100,紅酒 100,Alak na Pula 100,Rượu vang đỏ 100
COLLECTION_NAME_10148,Delicious Scarlet Wine 100,맛있는 붉은 와인 100,Vinho tinto delicioso 100,美味しい赤ワイン 100,Vino tinto delicioso 100,ไวน์แดงอร่อย 100,Anggur Merah Lezat 100,Вкусное красное вино 100,美味的红酒 100,美味的紅酒 100,Masarap na Alak na Pula 100,Rượu vang đỏ ngon 100
COLLECTION_NAME_10149,Legendary Scarlet Wine 100,전설의 붉은 와인 100,Vinho tinto lendário 100,伝説の赤ワイン 100,Vino tinto legendario 100,ไวน์แดงตำนาน 100,Anggur Merah Legendaris 100,Легендарное красное вино 100,传奇红酒 100,傳奇紅酒 100,Alamat na Alak na Pula 100,Rượu vang đỏ huyền thoại 100
COLLECTION_NAME_10150,Scarlet Dumpling 100,홍색 만두 100,Bolinhos vermelhos 100,紅色餃子 100,Bolas rojas 100,ขนมจีบสีแดง 100,Bakpao Merah 100,Красные клецки 100,红色饺子 100,紅色餃子 100,Pula na Siopao 100,Bánh bao đỏ 100
COLLECTION_NAME_10151,Delicious Scarlet Dumpling 100,맛있는 홍색 만두 100,Deliciosos bolinhos vermelhos 100,美味しい紅色餃子 100,Deliciosas bolas rojas 100,ขนมจีบสีแดงอร่อย 100,Bakpao Merah Lezat 100,Вкусные красные клецки 100,美味的红色饺子 100,美味的紅色餃子 100,Masarap na Pula na Siopao 100,Bánh bao đỏ ngon 100
COLLECTION_NAME_10152,Legendary Scarlet Dumpling 100,전설의 홍색 만두 100,Bolinhos vermelhos lendários 100,伝説の紅色餃子 100,Bolas rojas legendarias 100,ขนมจีบสีแดงตำนาน 100,Bakpao Merah Legendaris 100,Легендарные красные клецки 100,传奇红色饺子 100,傳奇紅色餃子 100,Alamat na Pula na Siopao 100,Bánh bao đỏ huyền thoại 100
COLLECTION_NAME_100046,+1 Aura (RARE),+1 아우라 (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE),+1 Aura (RARE)
COLLECTION_NAME_100047,+1 Aura (EPIC),+1 아우라 (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC),+1 Aura (EPIC)
COLLECTION_NAME_100048,+1 Aura (UNIQUE),+1 아우라 (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE),+1 Aura (UNIQUE)
COLLECTION_NAME_100049,+1 Aura (LEGEND),+1 아우라 (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND),+1 Aura (LEGEND)
COLLECTION_NAME_100050,+3 Beast Aura (RARE),+3 야수 아우라 (RARE),+3 Aura de besta (RARE),+3 獣のオーラ (RARE),+3 Aura de bestia (RARE),+3 รัศมีสัตว์ร้าย (RARE),+3 Aura binatang buas (RARE),+3 Зверь Аура (RARE),+3 野兽光环 (RARE),+3 野獸光環 (RARE),+3 Hayop aura (RARE),+3 Hayop aura (RARE)
COLLECTION_NAME_100051,+3 Beast Aura (EPIC),+3 야수 아우라 (EPIC),+3 Aura de besta (EPIC),+3 獣のオーラ (EPIC),+3 Aura de bestia (EPIC),+3 รัศมีสัตว์ร้าย (EPIC),+3 Aura binatang buas (EPIC),+3 Зверь Аура (EPIC),+3 野兽光环 (EPIC),+3 野獸光環 (EPIC),+3 Hayop aura (EPIC),+3 Hayop aura (EPIC)
COLLECTION_NAME_100052,+3 Beast Aura (UNIQUE),+3 야수 아우라 (UNIQUE),+3 Aura de besta (UNIQUE),+3 獣のオーラ (UNIQUE),+3 Aura de bestia (UNIQUE),+3 รัศมีสัตว์ร้าย (UNIQUE),+3 Aura binatang buas (UNIQUE),+3 Зверь Аура (UNIQUE),+3 野兽光环 (UNIQUE),+3 野獸光環 (UNIQUE),+3 Hayop aura (UNIQUE),+3 Hayop aura (UNIQUE)
COLLECTION_NAME_100053,+3 Beast Aura (LEGEND),+3 야수 아우라 (LEGEND),+3 Aura de besta (LEGEND),+3 獣のオーラ (LEGEND),+3 Aura de bestia (LEGEND),+3 รัศมีสัตว์ร้าย (LEGEND),+3 Aura binatang buas (LEGEND),+3 Зверь Аура (LEGEND),+3 野兽光环 (LEGEND),+3 野獸光環 (LEGEND),+3 Hayop aura (LEGEND),+3 Hayop aura (LEGEND)
COLLECTION_NAME_100054,+3 Aegis Aura (ARENA SPECIAL) (RARE),+3 이지스 아우라 (아레나 특화) (RARE),+3 Aegis Aura (Arena Special) (RARE),+3 イージスオーラ（アリーナ特化） (RARE),+3 AEGIS AURA (Arena Especial) (RARE),+3 Aegis Aura (Arena Special) (RARE),+3 Aegis Aura (Arena Special) (RARE),+3 Aegis Aura (Special) (RARE),+3 aegis aura（竞技场特别） (RARE),+3 aegis aura（競技場特別） (RARE),+3 Aegis Aura (Espesyal na Arena) (RARE),+3 Aegis Aura (Espesyal na Arena) (RARE)
COLLECTION_NAME_100055,+3 Aegis Aura (ARENA SPECIAL) (EPIC),+3 이지스 아우라 (아레나 특화) (EPIC),+3 Aegis Aura (Arena Special) (EPIC),+3 イージスオーラ（アリーナ特化） (EPIC),+3 AEGIS AURA (Arena Especial) (EPIC),+3 Aegis Aura (Arena Special) (EPIC),+3 Aegis Aura (Arena Special) (EPIC),+3 Aegis Aura (Special) (EPIC),+3 aegis aura（竞技场特别） (EPIC),+3 aegis aura（競技場特別） (EPIC),+3 Aegis Aura (Espesyal na Arena) (EPIC),+3 Aegis Aura (Espesyal na Arena) (EPIC)
COLLECTION_NAME_100056,+3 Aegis Aura (ARENA SPECIAL) (UNIQUE),+3 이지스 아우라 (아레나 특화) (UNIQUE),+3 Aegis Aura (Arena Special) (UNIQUE),+3 イージスオーラ（アリーナ特化） (UNIQUE),+3 AEGIS AURA (Arena Especial) (UNIQUE),+3 Aegis Aura (Arena Special) (UNIQUE),+3 Aegis Aura (Arena Special) (UNIQUE),+3 Aegis Aura (Special) (UNIQUE),+3 aegis aura（竞技场特别） (UNIQUE),+3 aegis aura（競技場特別） (UNIQUE),+3 Aegis Aura (Espesyal na Arena) (UNIQUE),+3 Aegis Aura (Espesyal na Arena) (UNIQUE)
COLLECTION_NAME_100057,+3 Aegis Aura (ARENA SPECIAL) (LEGEND),+3 이지스 아우라 (아레나 특화) (LEGEND),+3 Aegis Aura (Arena Special) (LEGEND),+3 イージスオーラ（アリーナ特化） (LEGEND),+3 AEGIS AURA (Arena Especial) (LEGEND),+3 Aegis Aura (Arena Special) (LEGEND),+3 Aegis Aura (Arena Special) (LEGEND),+3 Aegis Aura (Special) (LEGEND),+3 aegis aura（竞技场特别） (LEGEND),+3 aegis aura（競技場特別） (LEGEND),+3 Aegis Aura (Espesyal na Arena) (LEGEND),+3 Aegis Aura (Espesyal na Arena) (LEGEND)
COLLECTION_NAME_100058,+3 Barrage Aura (ADVENTURE SPECIAL) (RARE),+3 폭격 아우라 (모험 특화) (RARE),+3 Barrage Aura (Especial de aventura) (RARE),+3 爆撃オーラ（冒険特化） (RARE),+3 Barrage Aura (especial de aventura) (RARE),+3 Aura Barrage (Adventure Special) (RARE),+3 Barrage Aura (Adventure Special) (RARE),+3 Оборотная аура (специальная приключения) (RARE),+3 Barrage Aura（冒险特别） (RARE),+3 Barrage Aura（冒險特別） (RARE),+3 Barrage aura (espesyal na pakikipagsapalaran) (RARE),+3 Barrage aura (espesyal na pakikipagsapalaran) (RARE)
COLLECTION_NAME_100059,+3 Barrage Aura (ADVENTURE SPECIAL) (EPIC),+3 폭격 아우라 (모험 특화) (EPIC),+3 Barrage Aura (Especial de aventura) (EPIC),+3 爆撃オーラ（冒険特化） (EPIC),+3 Barrage Aura (especial de aventura) (EPIC),+3 Aura Barrage (Adventure Special) (EPIC),+3 Barrage Aura (Adventure Special) (EPIC),+3 Оборотная аура (специальная приключения) (EPIC),+3 Barrage Aura（冒险特别） (EPIC),+3 Barrage Aura（冒險特別） (EPIC),+3 Barrage aura (espesyal na pakikipagsapalaran) (EPIC),+3 Barrage aura (espesyal na pakikipagsapalaran) (EPIC)
COLLECTION_NAME_100060,+3 Barrage Aura (ADVENTURE SPECIAL) (UNIQUE),+3 폭격 아우라 (모험 특화) (UNIQUE),+3 Barrage Aura (Especial de aventura) (UNIQUE),+3 爆撃オーラ（冒険特化） (UNIQUE),+3 Barrage Aura (especial de aventura) (UNIQUE),+3 Aura Barrage (Adventure Special) (UNIQUE),+3 Barrage Aura (Adventure Special) (UNIQUE),+3 Оборотная аура (специальная приключения) (UNIQUE),+3 Barrage Aura（冒险特别） (UNIQUE),+3 Barrage Aura（冒險特別） (UNIQUE),+3 Barrage aura (espesyal na pakikipagsapalaran) (UNIQUE),+3 Barrage aura (espesyal na pakikipagsapalaran) (UNIQUE)
COLLECTION_NAME_100061,+3 Barrage Aura (ADVENTURE SPECIAL) (LEGEND),+3 폭격 아우라 (모험 특화) (LEGEND),+3 Barrage Aura (Especial de aventura) (LEGEND),+3 爆撃オーラ（冒険特化） (LEGEND),+3 Barrage Aura (especial de aventura) (LEGEND),+3 Aura Barrage (Adventure Special) (LEGEND),+3 Barrage Aura (Adventure Special) (LEGEND),+3 Оборотная аура (специальная приключения) (LEGEND),+3 Barrage Aura（冒险特别） (LEGEND),+3 Barrage Aura（冒險特別） (LEGEND),+3 Barrage aura (espesyal na pakikipagsapalaran) (LEGEND),+3 Barrage aura (espesyal na pakikipagsapalaran) (LEGEND)
COLLECTION_NAME_100062,+3 Nimble Aura (NORMAL),+3 날렵한 아우라 (NORMAL),+3 Aura ágil (NORMAL),+3 機敏なオーラ (NORMAL),+3 Aura ágil (NORMAL),+3 ออร่าว่องไว (NORMAL),+3 Aura gesit (NORMAL),+3 Протекающая аура (NORMAL),+3 灵活的光环 (NORMAL),+3 靈活的光環 (NORMAL),+3 Nimble aura (NORMAL),+3 Nimble aura (NORMAL)
COLLECTION_NAME_100063,+3 Nimble Aura (RARE),+3 날렵한 아우라 (RARE),+3 Aura ágil (RARE),+3 機敏なオーラ (RARE),+3 Aura ágil (RARE),+3 ออร่าว่องไว (RARE),+3 Aura gesit (RARE),+3 Протекающая аура (RARE),+3 灵活的光环 (RARE),+3 靈活的光環 (RARE),+3 Nimble aura (RARE),+3 Nimble aura (RARE)
COLLECTION_NAME_100064,+3 Nimble Aura (EPIC),+3 날렵한 아우라 (EPIC),+3 Aura ágil (EPIC),+3 機敏なオーラ (EPIC),+3 Aura ágil (EPIC),+3 ออร่าว่องไว (EPIC),+3 Aura gesit (EPIC),+3 Протекающая аура (EPIC),+3 灵活的光环 (EPIC),+3 靈活的光環 (EPIC),+3 Nimble aura (EPIC),+3 Nimble aura (EPIC)
COLLECTION_NAME_1000136,Golden Dust 40,골든 더스트 40,Pó de ouro 40,ゴールデンダスト 40,Polvo de oro 40,ผงสีทอง 40,Debu emas 40,Золотая пыль 40,黄金灰尘 40,黃金灰塵 40,Gintong Alikabok 40,Bụi vàng 40
COLLECTION_NAME_1000137,Golden Dust 40,골든 더스트 40,Pó de ouro 40,ゴールデンダスト 40,Polvo de oro 40,ผงสีทอง 40,Debu emas 40,Золотая пыль 40,黄金灰尘 40,黃金灰塵 40,Gintong Alikabok 40,Bụi vàng 40
COLLECTION_NAME_1000138,Golden Dust 80,골든 더스트 80,Pó de ouro 80,ゴールデンダスト 80,Polvo de oro 80,ผงสีทอง 80,Debu emas 80,Золотая пыль 80,黄金灰尘 80,黃金灰塵 80,Gintong Alikabok 80,Bụi vàng 80
COLLECTION_NAME_1000139,Golden Dust 80,골든 더스트 80,Pó de ouro 80,ゴールデンダスト 80,Polvo de oro 80,ผงสีทอง 80,Debu emas 80,Золотая пыль 80,黄金灰尘 80,黃金灰塵 80,Gintong Alikabok 80,Bụi vàng 80
COLLECTION_NAME_1000140,Golden Dust 80,골든 더스트 80,Pó de ouro 80,ゴールデンダスト 80,Polvo de oro 80,ผงสีทอง 80,Debu emas 80,Золотая пыль 80,黄金灰尘 80,黃金灰塵 80,Gintong Alikabok 80,Bụi vàng 80
COLLECTION_NAME_1000141,Golden Dust 80,골든 더스트 80,Pó de ouro 80,ゴールデンダスト 80,Polvo de oro 80,ผงสีทอง 80,Debu emas 80,Золотая пыль 80,黄金灰尘 80,黃金灰塵 80,Gintong Alikabok 80,Bụi vàng 80
COLLECTION_NAME_1000142,Ruby Dust 40,루비 더스트 40,Poeira de Rubi 40,ルビーダスト 40,Polvo de Rubí 40,ผงทับทิม 40,Debu Ruby 40,Рубиновая пыль 40,红宝石粉尘 40,紅寶石塵 40,Alabasterang Rubi 40,Bụi Ruby 40
COLLECTION_NAME_1000143,Ruby Dust 40,루비 더스트 40,Poeira de Rubi 40,ルビーダスト 40,Polvo de Rubí 40,ผงทับทิม 40,Debu Ruby 40,Рубиновая пыль 40,红宝石粉尘 40,紅寶石塵 40,Alabasterang Rubi 40,Bụi Ruby 40
COLLECTION_NAME_1000144,Ruby Dust 100,루비 더스트 100,Poeira de Rubi 100,ルビーダスト 100,Polvo de Rubí 100,ผงทับทิม 100,Debu Ruby 100,Рубиновая пыль 100,红宝石粉尘 100,紅寶石塵 100,Alabasterang Rubi 100,Bụi Ruby 100
COLLECTION_NAME_1000145,Ruby Dust 100,루비 더스트 100,Poeira de Rubi 100,ルビーダスト 100,Polvo de Rubí 100,ผงทับทิม 100,Debu Ruby 100,Рубиновая пыль 100,红宝石粉尘 100,紅寶石塵 100,Alabasterang Rubi 100,Bụi Ruby 100
COLLECTION_NAME_1000146,Ruby Dust 100,루비 더스트 100,Poeira de Rubi 100,ルビーダスト 100,Polvo de Rubí 100,ผงทับทิม 100,Debu Ruby 100,Рубиновая пыль 100,红宝石粉尘 100,紅寶石塵 100,Alabasterang Rubi 100,Bụi Ruby 100
COLLECTION_NAME_1000147,Ruby Dust 100,루비 더스트 100,Poeira de Rubi 100,ルビーダスト 100,Polvo de Rubí 100,ผงทับทิม 100,Debu Ruby 100,Рубиновая пыль 100,红宝石粉尘 100,紅寶石塵 100,Alabasterang Rubi 100,Bụi Ruby 100
COLLECTION_NAME_1000148,Ruby Dust 100,루비 더스트 100,Poeira de Rubi 100,ルビーダスト 100,Polvo de Rubí 100,ผงทับทิม 100,Debu Ruby 100,Рубиновая пыль 100,红宝石粉尘 100,紅寶石塵 100,Alabasterang Rubi 100,Bụi Ruby 100
COLLECTION_NAME_300003,Great Adventurer 3,위대한 모험가 3,Grande aventureiro 3,偉大な冒険家3,Gran aventurero 3,นักผจญภัยที่ยิ่งใหญ่ 3,Great Adventurer 3,Великий авантюрист 3,伟大的冒险家3,偉大的冒險家3,Mahusay na Adventurer 3,Đại phiêu lưu 3
COLLECTION_NAME_300004,Great Adventurer 4,위대한 모험가 4,Grande aventureiro 4,偉大な冒険家4,Gran aventurero 4,นักผจญภัยที่ยิ่งใหญ่ 4,Great Adventurer 4,Великий авантюрист 4,伟大的冒险家4,偉大的冒險家4,Mahusay na Adventurer 4,Đại phiêu lưu 4
COLLECTION_NAME_200014,Wizard Lili,마법사 릴리,Assistente Lili,ウィザード・リリ,Mago Lili,ตัวช่วยสร้าง Lili,Wizard Lili,Волшебник Лили,巫师莉莉,巫師莉莉,Wizard Lili,Pháp sư Lili
COLLECTION_NAME_248,+9 Long Sword (Normal),+9 롱 소드 (Normal),+9 Espada Longa (Normal),+9 ロングソード (ノーマル),+9 Espada Larga (Normal),+9 ดาบยาว (ธรรมดา),+9 Pedang Panjang (normal),+9  (Нормально),+9 长剑 (普通),+9 長劍 (普通),+9 Mahabang Espada (Normal),+9 Long Kiếm (Bình thường)
COLLECTION_NAME_249,+9 Long Sword (Wind),+9 롱 소드 (Wind),+9 Espada Longa (Wind),+9 ロングソード (風),+9 Espada Larga (Viento),+9 ดาบยาว (ธาตุลม),+9 Pedang Panjang (udara),+9  (Воздух),+9 长剑 (风),+9 長劍 (風),+9 Mahabang Espada (Hangin),+9 Long Kiếm (Gió)
COLLECTION_NAME_250,+9 Gladiator Sword (Normal),+9 검투사 검 (Normal),+9 Espada do Gladiador (Normal),+9 グラディエーターソード (ノーマル),+9 Espada de Gladiador (Normal),+9 ดาบกลาดิเอเตอร์ (ธรรมดา),+9 Pedang Gladiator (normal),+9  (Нормально),+9 角斗士剑 (普通),+9 角斗士劍 (普通),+9 Espada ng Manlalaban (Normal),+9 Võ sĩ giác đấu. (Bình thường)
COLLECTION_NAME_251,+9 Gladiator Sword (Wind),+9 검투사 검 (Wind),+9 Espada do Gladiador (Wind),+9 グラディエーターソード (風),+9 Espada de Gladiador (Viento),+9 ดาบกลาดิเอเตอร์ (ธาตุลม),+9 Pedang Gladiator (udara),+9  (Воздух),+9 角斗士剑 (风),+9 角斗士劍 (風),+9 Espada ng Manlalaban (Hangin),+9 Võ sĩ giác đấu. (Gió)
COLLECTION_NAME_252,+9 Black Crow Sword (Land),+9 까마귀의 검 (Land),+9 Espada do Corvo Negro (Land),+9 ブラッククロウソード (地),+9 Espada del cuervo Negro (Tierra),+9 ดาบอีกาดำ (ธาตุดิน),+9 Pedang Gagak Hitam (tanah),+9  (Земля),+9 黑乌鸦剑 (土),+9 黑烏鴉劍 (土),+9 Espada ng Itim na Uwak (Lupa),+9 Hắc Nha bảo kiếm. (Đất)
COLLECTION_NAME_253,+9 Black Crow Sword (Wind),+9 까마귀의 검 (Wind),+9 Espada do Corvo Negro (Wind),+9 ブラッククロウソード (風),+9 Espada del cuervo Negro (Viento),+9 ดาบอีกาดำ (ธาตุลม),+9 Pedang Gagak Hitam (udara),+9  (Воздух),+9 黑乌鸦剑 (风),+9 黑烏鴉劍 (風),+9 Sebak ng Itim na Uwak (Hangin),+9 Hắc Nha bảo kiếm. (Gió)
COLLECTION_NAME_254,+9 Heavy Sword (Water),+9 무거운 검 (Water),+9 Espada Pesada (Water),+9 ヘヴィソード (水),+9 Espada Pesada (Agua),+9 ดาบหนัก (ธาตุน้ำ),+9 Heavy Sword (air),+9  (Вода),+9 重剑 (水),+9 重劍 (水),+9 Mabigat na Espada (Tubig),+9 Kiếm nặng (Nước)
COLLECTION_NAME_255,+9 Heavy Sword (Land),+9 무거운 검 (Land),+9 Espada Pesada (Land),+9 ヘヴィソード (地),+9 Espada Pesada (Tierra),+9 ดาบหนัก (ธาตุดิน),+9 Heavy Sword (tanah),+9  (Земля),+9 重剑 (土),+9 重劍 (土),+9 Mabigat na Espada (Lupa),+9 Kiếm nặng (Đất)
COLLECTION_NAME_256,+9 Heavy Sword (Wind),+9 무거운 검 (Wind),+9 Espada Pesada (Wind),+9 ヘヴィソード (風),+9 Espada Pesada (Viento),+9 ดาบหนัก (ธาตุลม),+9 Heavy Sword (udara),+9  (Воздух),+9 重剑 (风),+9 重劍 (風),+9 Mabigat na Espada (Hangin),+9 Kiếm nặng (Gió)
COLLECTION_NAME_257,+9 War Sword (Normal),+9 전쟁 검 (Normal),+9 Espada de Guerra (Normal),+9 ウォーソード (ノーマル),+9 Espada de Guerra (Normal),+9 ดาบสงคราม (ธรรมดา),+9 Pedang Perang (normal),+9  (Нормально),+9 战争剑 (普通),+9 戰劍 (普通),+9 Espadang Pandigmaan (Normal),+9 binh đao (Bình thường)
COLLECTION_NAME_258,+9 War Sword (Fire),+9 전쟁 검 (Fire),+9 Espada de Guerra (Fire),+9 ウォーソード (火),+9 Espada de Guerra (Fuego),+9 ดาบสงคราม (ธาตุไฟ),+9 Pedang Perang (api),+9  (Огонь),+9 战争剑 (火),+9 戰劍 (火),+9 Espadang Pandigmaan (Apoy),+9 binh đao (Ngọn lửa)
COLLECTION_NAME_259,+9 War Sword (Water),+9 전쟁 검 (Water),+9 Espada de Guerra (Water),+9 ウォーソード (水),+9 Espada de Guerra (Agua),+9 ดาบสงคราม (ธาตุน้ำ),+9 Pedang Perang (air),+9  (Вода),+9 战争剑 (水),+9 戰劍 (水),+9 Espadang Pandigmaan (Tubig),+9 binh đao (Nước)
COLLECTION_NAME_260,+9 War Sword (Land),+9 전쟁 검 (Land),+9 Espada de Guerra (Land),+9 ウォーソード (地),+9 Espada de Guerra (Tierra),+9 ดาบสงคราม (ธาตุดิน),+9 Pedang Perang (tanah),+9  (Земля),+9 战争剑 (土),+9 戰劍 (土),+9 Espadang Pandigmaan (Lupa),+9 binh đao (Đất)
COLLECTION_NAME_261,+9 War Sword (Wind),+9 전쟁 검 (Wind),+9 Espada de Guerra (Wind),+9 ウォーソード (風),+9 Espada de Guerra (Viento),+9 ดาบสงคราม (ธาตุลม),+9 Pedang Perang (udara),+9  (Воздух),+9 战争剑 (风),+9 戰劍 (風),+9 Espadang Pandigmaan (Hangin),+9 Chiến tranh Kiếm (Gió)
COLLECTION_NAME_262,+9 Dainsleif (Normal),+9 다인슬레이프 (Normal),+9 Dainsleif (Normal),+9 ダーインスレイヴ (ノーマル),+9 Dainsleif (Normal),+9 Dainsleif (ธรรมดา),+9 Dainsleif (normal),+9  (Нормально),+9 戴斯莱夫 (普通),+9 丹斯萊夫 (普通),+9 Dainsleif (Normal),+9 Dainleif (huyện) (Bình thường)
COLLECTION_NAME_263,+9 Dainsleif (Fire),+9 다인슬레이프 (Fire),+9 Dainsleif (Fire),+9 ダーインスレイヴ (火),+9 Dainsleif (Fuego),+9 Dainsleif (ธาตุไฟ),+9 Dainsleif (api),+9  (Огонь),+9 戴斯莱夫 (火),+9 丹斯萊夫 (火),+9 Dainsleif (Apoy),+9 Dainleif (huyện) (Ngọn lửa)
COLLECTION_NAME_264,+9 Dainsleif (Water),+9 다인슬레이프 (Water),+9 Dainsleif (Water),+9 ダーインスレイヴ (水),+9 Dainsleif (Agua),+9 Dainsleif (ธาตุน้ำ),+9 Dainsleif (air),+9  (Вода),+9 戴斯莱夫 (水),+9 丹斯萊夫 (水),+9 Dainsleif (Tubig),+9 Dainleif (huyện) (Nước)
COLLECTION_NAME_265,+9 Dainsleif (Land),+9 다인슬레이프 (Land),+9 Dainsleif (Land),+9 ダーインスレイヴ (地),+9 Dainsleif (Tierra),+9 Dainsleif (ธาตุดิน),+9 Dainsleif (tanah),+9  (Земля),+9 戴斯莱夫 (土),+9 丹斯萊夫 (土),+9 Dainsleif (Lupa),+9 Dainleif (huyện) (Đất)
COLLECTION_NAME_266,+9 Dainsleif (Wind),+9 다인슬레이프 (Wind),+9 Dainsleif (Wind),+9 ダーインスレイヴ (風),+9 Dainsleif (Viento),+9 Dainsleif (ธาตุลม),+9 Dainsleif (udara),+9  (Воздух),+9 戴斯莱夫 (风),+9 丹斯萊夫 (風),+9 Dainsleif (Hangin),+9 Dainleif (huyện) (Gió)
COLLECTION_NAME_267,+9 Casual Clothes (Fire),+9 천 옷 (Fire),+9 Roupas Casuais (Fire),+9 カジュアルな服 (火),+9 Ropa Casual (Fuego),+9 ชุดลำลอง (ธาตุไฟ),+9 Pakaian sederhana (api),+9  (Огонь),+9 休闲服 (火),+9 休閒服 (火),+9 Kaswal na Kasuotan (Apoy),+9 Quần áo thường ngày (Ngọn lửa)
COLLECTION_NAME_268,+9 Casual Clothes (Wind),+9 천 옷 (Wind),+9 Roupas Casuais (Wind),+9 カジュアルな服 (風),+9 Ropa Casual (Viento),+9 ชุดลำลอง (ธาตุลม),+9 Pakaian sederhana (udara),+9  (Воздух),+9 休闲服 (风),+9 休閒服 (風),+9 Kaswal na Kasuotan (Hangin),+9 Quần áo thường ngày (Gió)
COLLECTION_NAME_269,+9 Leather Clothes (Water),+9 가죽 옷 (Water),+9 Roupa de Couro (Water),+9 革の服 (水),+9 Ropa de Cuero (Agua),+9 เสื้อผ้าหนัง (ธาตุน้ำ),+9 Pakaian Kulit (air),+9  (Вода),+9 皮革服装 (水),+9 皮革衣服 (水),+9 Balat na Kasuotan (Tubig),+9 Quần áo da (Nước)
COLLECTION_NAME_270,+9 Leather Clothes (Wind),+9 가죽 옷 (Wind),+9 Roupa de Couro (Wind),+9 革の服 (風),+9 Ropa de Cuero (Viento),+9 เสื้อผ้าหนัง (ธาตุลม),+9 Pakaian Kulit (udara),+9  (Воздух),+9 皮革服装 (风),+9 皮革衣服 (風),+9 Balat na Kasuotan (Hangin),+9 Quần áo da (Gió)
